id,source,country,title,date,century,type,medium,place,accession,credit,provenance,openImage,image,url,dataLicence,matchBasis,strength
si-nmnhanthropology_8457917,"Smithsonian — Natural History, Anthropology",USA,Scissors,1983,20th c.,Scissors,22.5 cm,"Baudhanath, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/371f6c62b-8fc0-4982-bf25-825e542136c5,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436357,"Smithsonian — Natural History, Anthropology",USA,"Woman's Necklace ""Tilari""",,Undated,Necklaces,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3eca10273-5652-464d-b78d-9d171769ca0b,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8456232,"Smithsonian — Natural History, Anthropology",USA,Repousse Work In Miniature,,Undated,Ornaments,8.2 cm,"Nepal, Asia",359395,Collector: Dr. Mary Slusser; Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3b8169a92-97c5-4dcc-94fe-ee1ffd2639cd,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436337,"Smithsonian — Natural History, Anthropology",USA,Brass Pen-Holder & Top,,Undated,Pens (drawing and writing),,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3539dfcc3-6978-422c-9e18-8fe30c296063,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623312,"Smithsonian — Natural History, Anthropology",USA,"Wool Sash, Tie Dyed",1960 to 1969,20th c.,Sashes (costume accessories),,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/386d669fb-e637-423b-b59a-8bbd082ff84a,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8457924,"Smithsonian — Natural History, Anthropology",USA,Sitting Rug / Khaden,1983,20th c.,Sitting Rug,151 cm,"Kathmandu, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/3a60323fa-fddb-4324-bf2c-eb766b51c6b5,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8455581,"Smithsonian — Natural History, Anthropology",USA,Umbrella,1955 to 1957,20th c.,Umbrellas,90 cm,"Nepal, Asia",360990,Collector: Mrs. Marion Hedegaard; Donor Name: Marion Hedegaard,,False,,http://n2t.net/ark:/65665/390990014-6abd-49e0-a607-0c30d7073dcc,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436293,"Smithsonian — Natural History, Anthropology",USA,Basketry Fish Trap,,Undated,Traps (trapping equipment),,"West, Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/39f603f62-5c48-4af3-9523-a9a6a8fedd2a,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8437186,"Smithsonian — Natural History, Anthropology",USA,Poster,,Undated,Posters,,"Nepal, Asia",271953,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/30ea676c6-36f5-4933-9b65-8464533b978b,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436343,"Smithsonian — Natural History, Anthropology",USA,Pump Drill And Steel Point,,Undated,Drills (tools),,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3fb692ceb-aec3-4636-bcfd-42ddf115eeba,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623306,"Smithsonian — Natural History, Anthropology",USA,Felted Wool Hat,1960 to 1969,20th c.,Hats,,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/32a49b1a4-db91-4a4f-8b25-4f0ba294455b,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436240,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/39b04cc60-a32c-49d4-aa16-33ebc6a25c4b,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436733,"Smithsonian — Natural History, Anthropology",USA,Iron Tongs,,Undated,Tongs,,"Nepal, Asia",271310,Collector: William Morden; Donor Name: Mrs. William Morden,,False,,http://n2t.net/ark:/65665/32651f4c7-00ce-41e5-a1a5-8716a1134281,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436333,"Smithsonian — Natural History, Anthropology",USA,"Hair Ornament ""Luswa""",,Undated,Headdresses,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/397df8595-852a-4710-89e4-17966ae8ef5b,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436268,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/3a1f688f9-ae5a-496e-9da5-04189f40594f,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8457938,"Smithsonian — Natural History, Anthropology",USA,Blanket / Radi,1979,20th c.,Blankets (coverings),359 cm,"Rumjatar, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/3b7085839-d3d5-40a5-9424-bcb3f4c6bebf,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436251,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/34c6b9107-a9b2-4032-b6ab-bc61362b9a4f,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8456230,"Smithsonian — Natural History, Anthropology",USA,Metal Mold,,Undated,Molds (shaping tools),7 cm,"Nepal, Asia",359395,Collector: Dr. Mary Slusser; Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/311f9b526-aafd-4a87-8ad2-ca9767b6760f,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436266,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/3cd6c6cb4-ab57-45b1-a749-35f8385d6b4a,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623271,"Smithsonian — Natural History, Anthropology",USA,Arm Guard,1960 to 1969,20th c.,Bracers,,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/391c870d8-3737-4e62-ac34-78d6d20e596d,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8437190,"Smithsonian — Natural History, Anthropology",USA,Pair Silver Anklets,,Undated,Anklets,,"Nepal, Asia",271950,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3e48805e8-f071-414a-8663-e878781258ea,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436321,"Smithsonian — Natural History, Anthropology",USA,Wooden Stool,,Undated,Stools (seating furniture),,"West, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3ca056362-4655-410b-b687-8beca771611c,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436238,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/3c8debc19-0dfa-437d-a5a6-184ae98a82a5,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436722,"Smithsonian — Natural History, Anthropology",USA,Sacrificial Vase,,Undated,Vases,,"Nepal, Asia",271310,Collector: William Morden; Donor Name: Mrs. William Morden,,False,,http://n2t.net/ark:/65665/3117f87f3-aa70-463c-8fc2-89d6ec317c49,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436271,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/3fe850e3e-8dd3-49b1-8328-48e1c34e1ae2,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436260,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/3208d3bfa-86a8-4168-8e5a-18d7e90eb600,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8457923,"Smithsonian — Natural History, Anthropology",USA,Sitting Rug / Khaden,1982,20th c.,Sitting Rug,155 cm,"Kathmandu / Gyantse, Nepal / Tibet, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/3f932b7a8-0102-486f-a00e-0e49ff8a159e,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8432258,"Smithsonian — Natural History, Anthropology",USA,Statue & Stand,,Undated,Statues,,"Nepal, Asia",256496,Donor Name: Paul Rose,,False,,http://n2t.net/ark:/65665/39ac59673-37d2-446a-a3fc-84af597dae8d,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623245,"Smithsonian — Natural History, Anthropology",USA,Snake Vertebrae,1960 to 1969,20th c.,Bone (material),,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/365639842-dde0-49c6-beaa-911251e9eb64,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623360,"Smithsonian — Natural History, Anthropology",USA,"Purse, Soldier's Gift",1960 to 1969,20th c.,Purses (bags),,"Kihun, Tanahu District, Gandaki Zone, Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3ffc61e57-a867-4219-ab7a-1e9a56f96c07,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436374,"Smithsonian — Natural History, Anthropology",USA,Water Pot,,Undated,Water Pot,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3c4dd5adb-1210-473e-817b-e27b77356a67,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8455951,"Smithsonian — Natural History, Anthropology",USA,Offering Bowl,1967,20th c.,Bowls (vessels),8.6 cm,"Katmandu (Kathmandu), Bagmati, Nepal, Asia",356622,Collector: Mrs. H. R. Slusser; Donor Name: Mr. H R. Slusser,,False,,http://n2t.net/ark:/65665/30ffbb3a6-d8b1-481a-9821-0624afa54b72,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8413475,"Smithsonian — Natural History, Anthropology",USA,Bronze Lamp,,Undated,Lamps (lighting devices),,"India / Sri Lanka, Asia",136485,Donor Name: Mrs. Virginia W. Hillyer,,False,,http://n2t.net/ark:/65665/36f699689-6958-4517-a091-954b537e1b3c,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623358,"Smithsonian — Natural History, Anthropology",USA,Handmade Purse,1960 to 1969,20th c.,Purses (bags),,"Kihun, Tanahu District, Gandaki Zone, Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/371268679-593a-4e26-b6e2-704a56b305d9,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436367,"Smithsonian — Natural History, Anthropology",USA,Woman's Hair Ornament,,Undated,Headdresses,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/34010d6dc-a9a0-4d5e-89b0-0295eeabbc2b,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8456224,"Smithsonian — Natural History, Anthropology",USA,Rug,1981,20th c.,Rugs,181 cm,"Walungchung Gola, Nepal, Asia",358171,Collector: Diana K. Myers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/30589990b-4f58-4b9f-aba1-72639c59d7f0,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436380,"Smithsonian — Natural History, Anthropology",USA,Book Cover,,Undated,Books,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3d75b1b64-93f6-4c3a-a0bd-550d6733f89a,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8389557,"Smithsonian — Natural History, Anthropology",USA,Trumpet,,Undated,Trumpets (aerophones),,"Nepal, Asia",064657,Donor Name: Mrs. John R. Devereux,,False,,http://n2t.net/ark:/65665/31a9aef3c-5e9f-4f8c-bb4d-b1b9193ce3f8,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8432255,"Smithsonian — Natural History, Anthropology",USA,Statue,,Undated,Statues,,"Nepal, Asia",256496,Donor Name: Paul Rose,,False,,http://n2t.net/ark:/65665/38a72abdc-56f1-45d5-a565-fb7b308d5bf9,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_14685925,"Smithsonian — Natural History, Anthropology",USA,Brick,,Undated,Brick (clay product),18.5 cm,"Nepal, Asia",2084056,Collector: Dr. Mary Slusser; Donor Name: The Estate of Mary S. Slusser,,False,,http://n2t.net/ark:/65665/303500405-b9ce-4898-a023-0bc1d4b902b9,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8456226,"Smithsonian — Natural History, Anthropology",USA,"Sandals, Wooden",1967,20th c.,Sandals,22 cm,"Nepal, Asia",359395,Collector: Dr. Mary Slusser; Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3dd6d0844-f2c1-49a7-931f-56b650e4d901,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8456228,"Smithsonian — Natural History, Anthropology",USA,Repousse Image Of The Goddess Tara,,Undated,Figures (representations),13.5 cm,"Nepal, Asia",359395,Collector: Dr. Mary Slusser; Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/305047c03-d4fd-411e-9cbf-ac74814a39bc,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436302,"Smithsonian — Natural History, Anthropology",USA,"Straw Stool ""Bira""",,Undated,Stools (seating furniture),,"West, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/320169424-2580-4dfb-a37e-54743f047109,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436253,"Smithsonian — Natural History, Anthropology",USA,Festival Poster,,Undated,Posters,,"Nepal, Asia",269966,Donor Name: Mrs. Manuela Fuller,,False,,http://n2t.net/ark:/65665/3d905bbfe-bbcb-4d15-9cfb-5c7e56af0313,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8437200,"Smithsonian — Natural History, Anthropology",USA,Wooden Cat Figure,,Undated,Figures (representations),,"Nepal, Asia",271950,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/3091214a7-758e-41fa-8ae9-422396c239eb,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436368,"Smithsonian — Natural History, Anthropology",USA,Pair Child's Bracelets,,Undated,Bracelets (jewelry),,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/34eff354a-380c-49a6-a839-ff459da35999,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436314,"Smithsonian — Natural History, Anthropology",USA,Silver Anklet,,Undated,Anklets,,"West, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/38ae126b3-0a71-445a-9101-37467a3a4331,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623366,"Smithsonian — Natural History, Anthropology",USA,Top,1960 to 1969,20th c.,Toys (recreational artifacts),,"Kihun, Tanahu District, Gandaki Zone, Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3ba0c4763-940d-4462-a3a9-bad5f1296cd8,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623332,"Smithsonian — Natural History, Anthropology",USA,Mana (Grain) Measure,1960 to 1969,20th c.,Grain Measure,,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3f74ea8e9-a928-4d59-9d8f-cbd116aced1b,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623258,"Smithsonian — Natural History, Anthropology",USA,Brass Foot,1960 to 1969,20th c.,Ornaments,,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3342885d5-0ce6-4ea4-982b-9d777186b52e,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8457939,"Smithsonian — Natural History, Anthropology",USA,Carding Combs,1982,20th c.,Carding Implement,24.5 cm,"Jawalakhel, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/3f5842471-5de3-4822-b75b-dba579cbe0e0,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436307,"Smithsonian — Natural History, Anthropology",USA,"Fish Trap ""Dharija""",,Undated,Traps (trapping equipment),,"West, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/31edb99d1-cb31-4b16-b46d-faa2484bfa50,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8457930,"Smithsonian — Natural History, Anthropology",USA,Drop Spindle,1980,20th c.,Spindles (textile working equipment),30 cm,"Torpa, Humla, Nepal, Asia",373019,Collector: Diana K. Meyers; Donor Name: Diana K. Myers,,False,,http://n2t.net/ark:/65665/3893cc97f-ca1a-4ba3-8e7d-2e8704af3548,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_11623308,"Smithsonian — Natural History, Anthropology",USA,"Hat, Cotton Gauze",1960 to 1969,20th c.,Hats,,"Nepal, Asia",2032229,Collector: John T. Hitchcock; Donor Name: Catharine McClellan,,False,,http://n2t.net/ark:/65665/3b1f69bbb-60f2-4156-b77a-a86ffc090c08,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8432253,"Smithsonian — Natural History, Anthropology",USA,Statue,,Undated,Statues,,"Nepal, Asia",256496,Donor Name: Paul Rose,,False,,http://n2t.net/ark:/65665/3da5d80eb-b389-4123-a855-bf001f8cc5a4,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8436329,"Smithsonian — Natural History, Anthropology",USA,"Holy Water Spoon ""Sumitsa""",,Undated,Spoons,,"Central, Nepal, Asia",268900,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/37a3c845b-7e0f-450e-890f-c4d5bed5c077,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
si-nmnhanthropology_8437195,"Smithsonian — Natural History, Anthropology",USA,"""Offerings"" Pot ""Puja""",,Undated,Pots (containers),,"Nepal, Asia",271950,Donor Name: Dr. Mary Slusser,,False,,http://n2t.net/ark:/65665/303a4bce5-948b-4012-bf82-dd14b29dcbce,CC0 (Smithsonian Open Access),Nepal in place/culture/title,strong
